%utility_1 ,kWpT_1
0.360508785,0.908043673
0.37767587,0.875245919
0.41201004,1.600732246
0.429177125,1.529243233
0.51501255,1.433564176
0.51501255,1.433158756
0.566513805,1.312024254
0.61801506,1.527925619
0.54934672,1.363097158
0.600847975,1.105174192
0.58368089,1.116215918
0.360508785,0.912483985
0.51501255,1.274369361
0.48067838,1.353848521
0.24033919,2.744112421
0.429177125,1.529243233
0.360508785,1.835827427
0.600847975,1.231462439
0.463511295,1.228421791
0.600847975,1.293288948
0.48067838,1.196277798
0.703850485,1.249706327
0.58368089,1.120359546
0.566513805,1.137540201
0.394842955,0.887472609
0.44634421,0.879059133
0.532179635,0.938350511
0.51501255,1.041421939
0.54934672,0.94798536
0.497845465,1.114974166
0.497845465,1.074711792
0.58368089,1.334605989
0.463511295,1.237543735
0.532179635,1.058341674
0.37767587,0.900031807
0.37767587,0.902243188
0.188837935,1.712345527
0.37767587,1.860876574
0.17167085,1.902229387
0.17167085,2.077776131
0.6866834,0.237195883
0.566513805,0.866431111
0.394842955,1.293200813
0.532179635,1.647017665
0.37767587,1.838071714
0.394842955,1.717569512
0.394842955,1.681786814
0.291840445,1.674323877
0.41201004,1.908851243
0.41201004,1.945001169
0.37767587,2.156326205
0.37767587,2.110393992
0.188837935,2.730870465
0.17167085,3.201802341
0.326174615,1.612343609
0.3433417,2.246532095
0.360508785,1.579399445
0.37767587,1.451771207
0.3433417,0.98760247
0.394842955,0.863015223
0.291840445,1.706936317
0.17167085,1.911554041
0.257506275,1.280585797
0.291840445,1.837803422
0.37767587,2.183047051
0.3433417,2.483449252
0.3433417,2.532454362
0.3433417,2.613031534
0.3433417,1.575258372
0.394842955,1.748284464
0.37767587,1.794443023
0.37767587,1.798819713
0.3433417,2.339778634
0.30900753,1.929797929
0.30900753,2.606173183
0.30900753,2.147035336
0.188837935,1.716584006
0.188837935,1.828535137
0.326174615,2.144457009
0.326174615,1.650058313
0.360508785,2.316684188
0.3433417,2.389493229
0.3433417,2.366130917
0.326174615,2.524698042
0.566513805,0.885780689
0.48067838,0.723674223
0.48067838,0.710642875
0.463511295,0.750476972
0.3433417,1.043955812
0.3433417,1.633436104
0.360508785,1.517138558
0.44634421,1.218676124
0.497845465,1.106795871
0.532179635,1.000471277
0.532179635,0.985725768
0.566513805,0.955961302
0.463511295,1.378427092
0.394842955,0.869360923
0.41201004,0.839218847
0.326174615,1.032966804
0.566513805,0.860411242
0.532179635,0.973792042
0.532179635,1.002923412
0.497845465,1.083728886
0.463511295,1.170649479
0.54934672,0.941048882
0.532179635,0.91817761
0.54934672,0.911244197
0.360508785,1.348744576
0.326174615,1.519790552
0.326174615,1.570894776
0.326174615,1.574735594
0.51501255,0.964898964
0.497845465,1.313140535
0.463511295,1.134612169
0.600847975,1.251820301
0.497845465,1.025642024
0.54934672,0.928157801
0.51501255,0.971487035
0.566513805,0.885350699
0.360508785,0.936857433
0.532179635,0.979284826
0.54934672,0.924547032
0.497845465,1.034763968
0.30900753,1.697638823
0.3433417,0.994900025
0.326174615,1.115437713
0.291840445,1.332876993
0.326174615,1.145630814
0.3433417,0.999765061
0.37767587,0.887777074
0.37767587,0.892107694
0.497845465,1.048604159
0.51501255,1.00219758
0.51501255,1.013650687
0.51501255,1.006251777
0.51501255,1.037536667
0.463511295,1.151504658
0.58368089,1.328047728
0.58368089,1.328047728
0.48067838,1.193345744
0.51501255,1.036354192
0.54934672,0.919764346
0.497845465,0.990831847
0.41201004,1.654957135
0.360508785,1.355405043
0.3433417,1.558332099
0.30900753,2.077776131
0.30900753,2.131325321
0.3433417,2.44468099
0.360508785,2.380537796
0.326174615,2.650804917
0.44634421,1.504419071
0.360508785,1.414335697
0.188837935,1.771223529
0.37767587,1.378887796
0.154503765,2.087686392
0.257506275,1.258828271
0.154503765,2.175414717
0.154503765,2.186000677
0.188837935,2.768279649
0.27467336,1.943164111
0.326174615,2.042301905
0.326174615,2.00922819
0.360508785,2.273053303
0.37767587,2.140431908
0.17167085,1.892904733
0.27467336,1.231462439
0.257506275,1.283018315
0.188837935,1.675120624
0.13733668,2.487250062
0.27467336,1.165898466
0.13733668,2.420355806
0.13733668,2.495611844
0.154503765,5.28363267
0.3433417,1.997959122
0.24033919,2.89817192
0.188837935,0.866768961
0.37767587,2.09279509
0.37767587,2.227965714
0.360508785,2.275659573
0.394842955,1.901727019
0.17167085,1.938818518
0.360508785,1.905424481
0.360508785,1.954702284
0.223172105,2.379891798
0.3433417,0.38707449
0.3433417,0.370350926
0.3433417,0.308625772
0.360508785,0.293205343
0.188837935,1.729299443
0.326174615,1.519790552
0.188837935,1.729299443
0.3433417,1.892904733
0.30900753,2.059870093
0.326174615,2.579749774
0.27467336,3.063452857
0.3433417,2.552877381
0.37767587,1.824388798
0.3433417,1.965474865
0.360508785,1.819272787
0.41201004,1.612810375
0.3433417,2.302074599
0.3433417,2.31925426
0.3433417,2.345555865
0.360508785,2.259008405
0.394842955,2.148856787
0.394842955,2.161239716
0.44634421,1.954006165
0.360508785,1.988873376
0.360508785,2.378848547
0.360508785,2.326095718
0.394842955,1.996824387
0.326174615,2.06379982
0.20600502,3.880373619
0.37767587,1.771223529
0.188837935,3.759346615
0.3433417,1.892904733
0.326174615,2.52773869
0.3433417,2.546542698
0.3433417,2.574415304
0.3433417,2.614146438
0.37767587,1.81047553
0.37767587,1.800063614
0.394842955,1.633841524
0.37767587,1.716584006
0.360508785,2.214267442
0.30900753,1.929797929
0.30900753,2.606173183
0.30900753,2.147035336
0.17167085,1.874255425
0.360508785,1.949875859
0.223172105,3.322258781
0.30900753,2.212803426
0.27467336,1.263325896
0.3433417,2.439815953
0.3433417,2.32244694
0.37767587,2.079434667
0.429177125,1.832497193
0.3433417,1.539328049
0.17167085,1.957873245
0.360508785,1.942877542
0.3433417,2.354475099
0.326174615,2.637682121
0.326174615,2.738076849
0.41201004,2.150709452
0.3433417,2.493331358
0.37767587,2.250079518
0.37767587,1.712345527
0.37767587,1.708107048
0.291840445,1.191934015
0.30900753,1.151504658
0.30900753,1.174534751
0.30900753,1.122956352
0.360508785,1.026484152
0.27467336,1.424987015
0.48067838,0.725447935
0.291840445,1.249408224
0.326174615,1.115437713
0.291840445,1.243625031
0.291840445,1.222221254
0.326174615,1.52725881
0.326174615,1.076922838
0.291840445,1.237126391
0.326174615,1.131761191
0.30900753,1.693528318
0.326174615,1.547849865
0.291840445,1.75397693
0.291840445,1.681895686
0.291840445,1.826058174
0.27467336,1.863600488
0.30900753,1.111919926
0.326174615,1.074895739
0.30900753,1.038888066
0.30900753,1.608164941
0.30900753,1.546788898
0.30900753,1.569875299
0.30900753,1.151504658
0.326174615,1.082897445
0.27467336,1.933662086
0.27467336,1.938413098
0.30900753,1.145873829
0.30900753,1.128474565
0.30900753,1.113552867
0.30900753,1.110850068
0.497845465,0.670200759
0.41201004,0.83516465
0.41201004,0.839218847
0.326174615,1.006081074
0.37767587,1.375524655
0.463511295,1.151504658
0.532179635,0.676985564
0.360508785,0.98459078
0.360508785,0.976723707
0.44634421,0.767178879
0.429177125,0.79592002
0.41201004,1.249706327
0.532179635,1.011326063
0.532179635,0.954371129
0.532179635,1.017636225
0.54934672,0.878747271
0.291840445,1.722855003
0.394842955,1.499612338
0.463511295,1.289685217
0.48067838,1.222811071
0.463511295,1.031192599
0.429177125,0.8164748
0.394842955,0.914397767
0.41201004,0.823002058
0.3433417,1.018110304
0.41201004,0.854633243
0.394842955,0.859533901
0.37767587,0.930069724
0.394842955,1.281831434
0.48067838,1.163880417
0.463511295,1.277447547
0.463511295,1.219262308
0.463511295,0.746798164
0.48067838,0.734823266
0.497845465,0.725456672
0.394842955,1.249309721
0.48067838,1.038888066
0.497845465,1.041788914
0.51501255,0.662151779
0.58368089,0.545975177
0.360508785,1.457194354
0.51501255,1.036354192
0.497845465,1.50333831
0.532179635,0.99311487
0.497845465,1.0629686
0.532179635,0.947112808
0.532179635,0.616630336
0.3433417,1.440253601
0.48067838,1.058145503
0.41201004,1.255787623
0.326174615,1.465485645
0.326174615,2.087911625
0.497845465,1.368920698
0.51501255,1.323965708
0.532179635,1.304078344
0.532179635,1.251733426
0.54934672,0.896040957
0.41201004,0.792595578
0.48067838,1.068570582
0.51501255,0.964290835
0.54934672,0.925877315
0.54934672,0.620292191
0.394842955,1.318936153
0.54934672,0.913017908
0.48067838,1.082181101
0.463511295,1.149740332
0.48067838,1.620592986
0.51501255,0.982737433
0.497845465,1.007468036
0.54934672,0.607369437
0.54934672,0.971582055
0.48067838,1.110379492
0.30900753,1.128474565
0.3433417,1.046489686
0.3433417,1.043955812
0.326174615,1.115437713
0.3433417,1.137202351
0.3433417,1.126053308
0.27467336,1.429611333
0.257506275,1.532486591
0.291840445,1.337885119
0.326174615,1.104555394
0.326174615,1.128987267
0.30900753,1.157135488
0.291840445,1.197776829
0.291840445,1.225202281
0.3433417,1.043955812
0.326174615,1.115437713
0.30900753,1.174534751
0.27467336,1.385395244
0.27467336,1.381974515
0.27467336,1.440253601
0.291840445,1.337885119
0.326174615,1.162007637
0.291840445,1.35428077
0.30900753,1.145873829
0.291840445,1.200698236
0.30900753,1.133992778
0.30900753,1.131233672
0.326174615,1.09623362
0.30900753,1.223579277
0.291840445,1.316779444
0.30900753,1.26975208
0.291840445,1.334605989
0.291840445,1.310340425
0.291840445,1.311353974
0.291840445,1.189012608
0.291840445,1.191934015
0.41201004,0.844286594
0.291840445,0.81453594
0.394842955,0.907787663
0.394842955,0.907787663
0.20600502,1.735703232
0.291840445,1.727088062
0.37767587,1.375524655
0.360508785,1.048782238
0.27467336,0.932718773
0.30900753,0.786852132
0.27467336,0.861263545
0.291840445,0.812568462
0.37767587,0.84170665
0.291840445,1.146085813
0.37767587,0.877365158
0.37767587,0.856218834
0.463511295,0.767669772
0.394842955,0.957583782
0.24033919,1.095574432
0.24033919,1.095574432
0.257506275,1.360791334
0.394842955,0.849178071
0.37767587,0.892107694
0.3433417,1.049023559
0.291840445,0.816503418
0.41201004,0.858771903
0.429177125,0.82839414
0.463511295,0.74957604
0.429177125,1.130310216
0.360508785,0.949840517
0.41201004,1.226352461
0.3433417,1.023076696
0.27467336,0.944121203
0.27467336,0.920112753
0.291840445,0.843273045
0.27467336,0.898131402
0.360508785,0.892647376
0.30900753,1.616048102
0.24033919,1.318772474
0.223172105,2.302784083
0.429177125,0.831110453
0.429177125,0.878828355
0.37767587,0.991343388
0.360508785,1.073783121
0.360508785,0.47028689
0.291840445,1.121701008
0.3433417,0.960439347
0.24033919,0.721067954
0.30900753,1.090353848
0.30900753,1.125715459
0.37767587,0.923297371
0.3433417,1.116525945
0.291840445,1.277310641
0.291840445,1.289234751
0.326174615,1.158006785
0.27467336,1.388815973
0.291840445,1.282914973
0.30900753,1.171663028
0.30900753,1.186021644
0.44634421,0.873601559
0.30900753,1.079767889
0.30900753,1.10814727
0.30900753,1.165581732
0.30900753,1.136751885
0.30900753,1.097336077
0.326174615,1.088231915
0.30900753,1.174534751
0.30900753,1.148689243
0.291840445,1.255608761
0.30900753,1.145873829
0.30900753,1.122956352
0.30900753,1.133992778
0.291840445,1.159023472
0.30900753,1.122956352
0.41201004,0.777265644
0.360508785,0.969628861
0.30900753,1.148689243
0.30900753,1.185852719
0.27467336,1.378553786
0.27467336,1.381974515
0.291840445,1.246307956
0.291840445,1.261809298
0.291840445,1.207316117
0.291840445,1.210297144
0.30900753,1.162766317
0.30900753,1.171212562
0.3433417,1.098890186
0.41201004,0.898131402
0.27467336,1.334274349
0.27467336,1.373169305
0.27467336,1.42847109
0.257506275,1.566541848
0.291840445,1.378904056
0.30900753,1.226563617
0.291840445,1.271110104
0.30900753,1.183149921
0.30900753,1.120197245
0.30900753,1.136751885
0.30900753,1.157135488
0.30900753,1.148689243
0.291840445,1.286611447
0.291840445,1.29239464
0.27467336,1.436706179
0.27467336,1.411050711
0.27467336,1.421502939
0.30900753,1.174534751
0.30900753,1.036354192
0.291840445,1.183169794
0.30900753,0.736962981
0.44634421,0.769050047
0.24033919,1.318772474
0.291840445,1.240107418
0.24033919,0.721067954
0.394842955,0.847106905
0.326174615,1.042142093
0.291840445,1.225202281
0.257506275,0.964898964
0.27467336,0.889516233
0.41201004,0.869963177
0.291840445,1.258828271
0.669516315,0.962534016
0.806852995,1.014304103
0.24033919,2.907293864
0.6866834,1.046058927
0.58368089,0.624853163
0.30900753,1.229547957
0.257506275,1.89756706
0.257506275,1.277477579
0.291840445,1.206541049
0.24033919,1.454443292
0.48067838,0.725447935
0.51501255,0.678740203
0.37767587,0.939836654
0.41201004,0.829083354
0.75535174,0.941840717
0.703850485,1.066822474
0.669516315,1.034288111
0.72101757,1.202141905
0.257506275,1.399103498
0.27467336,0.841245946
0.291840445,0.892877341
0.291840445,0.780313745
0.429177125,0.74435063
0.37767587,0.960982978
0.257506275,0.674618436
0.27467336,0.658807066
0.41201004,0.867851616
0.291840445,0.859728316
0.257506275,0.969628861
0.27467336,0.913461336
0.326174615,0.523631592
0.37767587,0.894273004
0.257506275,1.280585797
0.3433417,0.937279745
0.429177125,0.83516465
0.291840445,0.786037318
0.41201004,0.852563913
0.30900753,0.761851248
0.394842955,0.827056255
0.37767587,0.885611764
0.3433417,0.930438287
0.394842955,0.952912642
0.37767587,0.988901655
0.291840445,0.831110453
0.27467336,0.825029157
0.27467336,1.240584383
0.394842955,0.809076771
0.360508785,0.91470414
0.37767587,0.873126679
0.37767587,0.95135426
0.37767587,0.63752253
0.37767587,1.031286446
0.360508785,1.058145503
0.360508785,1.065964312
0.360508785,0.952157201
0.41201004,0.885208648
0.394842955,0.809076771
0.257506275,0.63718468
0.27467336,0.829083354
0.291840445,0.816503418
0.41201004,0.852563913
0.30900753,0.761851248
0.3433417,0.499882531
0.27467336,0.673630225
0.394842955,0.485446063
0.463511295,0.769546715
0.27467336,0.928157801
0.30900753,0.811965632
0.257506275,0.909761881
0.257506275,0.916451306
0.463511295,0.75783459
0.30900753,1.616048102
0.24033919,1.318772474
0.223172105,2.302784083
0.429177125,0.825029157
0.360508785,1.046224232
0.24033919,1.616611185
0.24033919,1.524667781
0.61801506,0.902565681
0.394842955,0.912194399
0.394842955,0.883154007
0.463511295,0.736962981
0.291840445,0.774590172
0.3433417,0.934999259
0.37767587,0.955961302
0.27467336,0.906746572
0.394842955,1.222604899
0.41201004,1.220355627
0.51501255,1.124769479
0.497845465,1.135175252
0.37767587,0.991343388
0.30900753,1.206348939
0.37767587,0.942140175
0.27467336,0.854992209
0.532179635,0.933773191
0.54934672,0.919764346
0.51501255,0.994900025
0.48067838,1.046019109
0.360508785,1.949875859
0.463511295,1.228271635
0.497845465,1.072090544
0.532179635,0.961858316
0.51501255,0.997332543
0.44634421,1.147961567
0.532179635,0.938350511
0.326174615,1.069081167
0.326174615,1.076922838
0.291840445,1.212383863
0.326174615,1.109569795
0.30900753,1.206348939
0.326174615,1.117891569
0.291840445,1.249408224
0.291840445,1.321489468
0.291840445,1.273435305
0.27467336,1.327496238
0.30900753,1.111919926
0.326174615,1.096393654
0.30900753,1.10814727
0.30900753,1.102741674
0.30900753,1.131233672
0.30900753,1.10814727
0.30900753,1.197564845
0.326174615,1.147871291
0.27467336,1.366454541
0.27467336,1.369811923
0.30900753,1.194636813
0.30900753,1.151504658
0.30900753,1.113552867
0.30900753,1.110850068
0.30900753,1.102741674
0.291840445,1.179055976
0.30900753,1.165581732
0.30900753,1.131233672
0.326174615,1.134535116
0.30900753,1.243625031
0.30900753,1.211641919
0.291840445,1.240584383
0.30900753,1.136751885
0.30900753,1.131233672
0.326174615,1.069081167
0.30900753,1.133992778
0.291840445,1.270990863
0.30900753,1.244469655
0.30900753,1.145029204
0.27467336,1.292275399
0.37767587,1.012535783
0.27467336,1.454443292
0.27467336,1.450895869
0.27467336,1.289108057
0.291840445,1.246665679
0.30900753,1.157135488
0.30900753,1.19176509
0.30900753,1.120197245
0.291840445,1.197776829
0.291840445,1.231164336
0.291840445,1.286611447
0.24033919,1.491365446
0.30900753,1.182924688
0.291840445,1.310340425
0.27467336,1.454443292
0.27467336,1.388815973
0.291840445,1.210297144
0.291840445,1.234503087
0.27467336,1.314890218
0.291840445,1.183169794
0.394842955,0.885313308
0.360508785,0.999070056
0.30900753,1.197508536
0.37767587,0.937533132
0.30900753,1.217610598
0.30900753,1.220594938
0.30900753,1.222340495
0.257506275,1.450389095
0.27467336,1.353848521
0.291840445,1.240584383
0.30900753,1.177406474
0.291840445,1.210297144
0.30900753,1.165919582
0.27467336,1.360436591
0.3433417,0.982737433
0.326174615,1.145630814
0.30900753,1.194636813
0.291840445,1.276595194
0.291840445,1.286074862
0.291840445,1.249408224
0.326174615,1.13730904
0.291840445,1.240584383
0.291840445,1.246665679
0.291840445,1.102503191
0.30900753,1.074474909
0.30900753,1.079767889
0.30900753,1.10814727
0.30900753,1.143058414
0.30900753,1.160176136
0.30900753,1.202688899
0.291840445,1.286074862
0.291840445,1.204335089
0.291840445,1.234503087
0.360508785,1.023974411
0.30900753,1.658166708
0.326174615,1.025445201
